id,parentid,text,value
c9-7,c9,莫斯科,4
c9-8,c9,做法,4
c9-9,c9,后果,4
c9-10,c9,性格,4
c10,5,,4
c10-1,c10,共产主义,4
c10-2,c10,毛泽东,4
c10-3,c10,中国,4
c10-4,c10,苏联,4
c10-5,c10,中共,4
c10-6,c10,社会主义,4
c10-7,c10,快,4
c10-8,c10,政策,4
c10-9,c10,会议,4
c10-10,c10,经济,4
c11,5,,4
c11-1,c11,苏联,4
c11-2,c11,中国,4
c11-3,c11,波兰,4
c11-4,c11,赫鲁晓夫,4
c11-5,c11,讲话,4
c11-6,c11,道路,4
c11-7,c11,结果,4
c11-8,c11,实际,4
c11-9,c11,恰当,4
c11-10,c11,政策,4
c12,5,,4
c12-1,c12,毛泽东,4
c12-2,c12,干部,4
c12-3,c12,苏联,4
c12-4,c12,会议,4
c12-5,c12,彭德怀,4
c12-6,c12,月,4
c12-7,c12,中国,4
c12-8,c12,公社,4
c12-9,c12,运动,4
c12-10,c12,大跃进,4
c13,5,,4
c13-1,c13,毛泽东,4
c13-2,c13,月,4
c13-3,c13,赫鲁晓夫,4
c13-4,c13,人,4
c13-5,c13,会议,4
c13-6,c13,材料,4
c13-7,c13,苏联,4
c13-8,c13,公社,4
c13-9,c13,信件,4
c13-10,c13,同志,4
c14,5,,4
c14-1,c14,中,4
c14-2,c14,苏,4
c14-3,c14,中共,4
c14-4,c14,国,4
c14-5,c14,毛泽东,4
c14-6,c14,关系,4
c14-7,c14,分歧,4
c14-8,c14,双方,4
c14-9,c14,政策,4
c14-10,c14,原则,4
c15,5,,4
c15-1,c15,中,4
c15-2,c15,月,4
c15-3,c15,苏,4
c15-4,c15,苏联,4
c15-5,c15,会议,4
c15-6,c15,苏共,4
c15-7,c15,中共,4
c15-8,c15,结果,4
c15-9,c15,文章,4
c15-10,c15,报刊,4
c16,5,,4
c16-1,c16,中,4
c16-2,c16,年代,4
c16-3,c16,苏,4
c16-4,c16,世纪,4
c16-5,c16,党,4
c16-6,c16,政策性,4
c16-7,c16,分歧,4
c16-8,c16,中共,4
c16-9,c16,苏联,4
c16-10,c16,修正主,4
c17,5,,4
c17-1,c17,国际,4
c17-2,c17,中国,4
c17-3,c17,国家,4
c17-4,c17,中共,4
c17-5,c17,大国,4
c17-6,c17,苏联,4
c17-7,c17,世界,4
c17-8,c17,哲学,4
c17-9,c17,毛泽东,4
c17-10,c17,新,4
c18,5,,4
c18-1,c18,经济,4
c18-2,c18,社会主义,4
c18-3,c18,苏联,4
c18-4,c18,道路,4
c18-5,c18,新,4
c18-6,c18,时期,4
c18-7,c18,模式,4
c18-8,c18,经验,4
c18-9,c18,中国,4
c18-10,c18,不同,4
c19,5,,4
c19-1,c19,苏,4
c19-2,c19,中,4
c19-3,c19,理念,4
c19-4,c19,时间差,4
c19-5,c19,政策,4
c19-6,c19,分歧,4
c19-7,c19,必然,4
c19-8,c19,趋势,4
21,0,二 、中苏同盟破裂的内在逻辑,1
c20,21,,4
c20-1,c20,利益,4
c20-2,c20,分歧,4
c20-3,c20,国家,4
c20-4,c20,关系,4
c20-5,c20,苏,4
c20-6,c20,中,4
c20-7,c20,观点,4
c20-8,c20,年代,4
c20-9,c20,政策,4
c20-10,c20,同盟,4
c21,21,,4
c21-1,c21,共同,4
c21-2,c21,美国,4
c21-3,c21,中,4
c21-4,c21,军事,4
c21-5,c21,结论,4
c21-6,c21,苏,4
c21-7,c21,双方,4
c21-8,c21,中国,4
c21-9,c21,官员,4
c21-10,c21,力量,4
c22,21,,4
c22-1,c22,关系,4
c22-2,c22,国家,4
c22-3,c22,苏,4
c22-4,c22,中,4
c22-5,c22,社会主义,4
c22-6,c22,原因,4
c22-7,c22,美国,4
c22-8,c22,一般,4
c22-9,c22,情报,4
c22-10,c22,阵营,4
c23,21,,4
c23-1,c23,中,4
c23-2,c23,社会主义,4
c23-3,c23,国,4
c23-4,c23,苏,4
c23-5,c23,朋友,4
c23-6,c23,苏联,4
c23-7,c23,同盟,4
c23-8,c23,人们,4
c23-9,c23,苏军,4
c23-10,c23,关系,4
c24,21,,4
c24-1,c24,关系,4
c24-2,c24,社会主义,4
c24-3,c24,国家,4
c24-4,c24,同盟,4
c24-5,c24,领袖,4
c24-6,c24,问题,4
c24-7,c24,个性,4
c24-8,c24,政治,4
c24-9,c24,结构性,4
c24-10,c24,毛泽东,4
c25,21,,4
c25-1,c25,国家,4
c25-2,c25,共产党人,4
c25-3,c25,民族,4
c25-4,c25,国际主义,4
c25-5,c25,关系,4
c25-6,c25,政权,4
c25-7,c25,不同,4
c25-8,c25,典型,4
c25-9,c25,国名,4
c25-10,c25,相互,4
c26,21,,4
c26-1,c26,国家,4
c26-2,c26,苏联,4
c26-3,c26,社会主义,4
c26-4,c26,共产党,4
c26-5,c26,地位,4
c26-6,c26,时间,4
c26-7,c26,大国,4
c26-8,c26,一致,4
c26-9,c26,同时,4
c26-10,c26,利益,4
c27,21,,4
c27-1,c27,关系,4
c27-2,c27,国家,4
c27-3,c27,领导,4
c27-4,c27,被领导,4
c27-5,c27,同盟,4
c27-6,c27,组织,4
c27-7,c27,弊病,4
c27-8,c27,原则,4
c27-9,c27,平等,4
c27-10,c27,内在,4
c28,21,,4
c28-1,c28,关系,4
c28-2,c28,国家,4
c28-3,c28,共产党,4
c28-4,c28,原则,4
c28-5,c28,党际,4
c28-6,c28,全党,4
c28-7,c28,上级,4
c28-8,c28,下级,4
c28-9,c28,中央,4
c28-10,c28,组织,4
c29,21,,4
c29-1,c29,共产党,4
c29-2,c29,社会主义,4
c29-3,c29,关系,4
c29-4,c29,国家,4
c29-5,c29,地位,4
c29-6,c29,国际,4
c29-7,c29,苏联,4
c29-8,c29,共产主义,4
c29-9,c29,组织,4
c29-10,c29,运动,4
c30,21,,4
c30-1,c30,关系,4
c30-2,c30,国家,4
c30-3,c30,同盟,4
c30-4,c30,社会主义,4
c30-5,c30,政治,4
c30-6,c30,共运,4
c30-7,c30,主权,4
c30-8,c30,国际,4
c30-9,c30,领导,4
c30-10,c30,阵营,4
c31,21,,4
c31-1,c31,中,4
c31-2,c31,苏,4
c31-3,c31,利益,4
c31-4,c31,社会主义,4
c31-5,c31,毛泽东,4
c31-6,c31,地位,4
c31-7,c31,国际,4
c31-8,c31,苏联,4
c31-9,c31,分歧,4
c31-10,c31,大,4
34,0,三 、中苏分裂的结果及其影响,1
c32,34,,4
c32-1,c32,苏,4
c32-2,c32,中,4
c32-3,c32,外交,4
c32-4,c32,中国,4
c32-5,c32,关系,4
c32-6,c32,国,4
c32-7,c32,毛泽东,4
c32-8,c32,苏共,4
c32-9,c32,党,4
c32-10,c32,战略,4
c33,34,,4
c33-1,c33,历史,4
c33-2,c33,国际,4
c33-3,c33,苏,4
c33-4,c33,进程,4
c33-5,c33,中,4
c33-6,c33,同盟,4
c33-7,c33,关系,4
c33-8,c33,结果,4
c33-9,c33,深刻,4
c33-10,c33,中国,4
c34,34,,4
c34-1,c34,中共,4
c34-2,c34,中国,4
c34-3,c34,新,4
c34-4,c34,经济,4
c34-5,c34,苏共,4
c34-6,c34,社会主义,4
c34-7,c34,形势,4
c34-8,c34,领导人,4
c34-9,c34,年代,4
c34-10,c34,赫鲁晓夫,4
c35,34,,4
c35-1,c35,道路,4
c35-2,c35,教条主义,4
c35-3,c35,斯大林,4
c35-4,c35,会议,4
c35-5,c35,中国,4
c35-6,c35,修正主义,4
c35-7,c35,内政,4
c35-8,c35,正确,4
c35-9,c35,毛泽东,4
c35-10,c35,苏,4
c36,34,,4
c36-1,c36,政策,4
c36-2,c36,中国,4
c36-3,c36,美国,4
c36-4,c36,外交,4
c36-5,c36,党,4
c36-6,c36,苏,4
c36-7,c36,外交部,4
c36-8,c36,新,4
c36-9,c36,原则,4
c36-10,c36,月,4
c37,34,,4
c37-1,c37,赫鲁晓夫,4
c37-2,c37,美,4
c37-3,c37,中国,4
c37-4,c37,结果,4
c37-5,c37,作用,4
c37-6,c37,英,4
c37-7,c37,因素,4
c37-8,c37,社会主义,4
c37-9,c37,暗地,4
c37-10,c37,无形,4
c38,34,,4
c38-1,c38,计划,4
c38-2,c38,苏共,4
c38-3,c38,苏联,4
c38-4,c38,共产主义,4
c38-5,c38,大跃进,4
c38-6,c38,中国,4
c38-7,c38,运动,4
c38-8,c38,全面,4
c38-9,c38,赫鲁晓夫,4
c38-10,c38,政策,4
c39,34,,4
c39-1,c39,赫鲁晓夫,4
c39-2,c39,美,4
c39-3,c39,会议,4
c39-4,c39,苏联,4
c39-5,c39,中国,4
c39-6,c39,首脑,4
c39-7,c39,国,4
c39-8,c39,毛泽东,4
c39-9,c39,中共,4
c39-10,c39,路线,4
c40,34,,4
c40-1,c40,毛泽东,4
c40-2,c40,中国,4
c40-3,c40,中共,4
c40-4,c40,赫鲁晓夫,4
c40-5,c40,社会主义,4
c40-6,c40,政策,4
c40-7,c40,道路,4
c40-8,c40,大跃进,4
c40-9,c40,苏共,4
c40-10,c40,逻辑,4
c41,34,,4
c41-1,c41,苏联,4
c41-2,c41,中国,4
c41-3,c41,苏,4
c41-4,c41,理论,4
c41-5,c41,中,4
c41-6,c41,苏共,4
c41-7,c41,修正主义,4
c41-8,c41,分歧,4
c41-9,c41,思想,4
c41-10,c41,实际,4
c42,34,,4
c42-1,c42,苏,4
c42-2,c42,中,4
c42-3,c42,苏联,4
c42-4,c42,美,4
c42-5,c42,年代,4
c42-6,c42,美国,4
c42-7,c42,格局,4
c42-8,c42,国际,4
c42-9,c42,中国,4
c42-10,c42,毛泽东,4
c43,34,,4
c43-1,c43,月,4
c43-2,c43,毛泽东,4
c43-3,c43,文章,4
c43-4,c43,新,4
c43-5,c43,公报,4
c43-6,c43,苏联,4
c43-7,c43,人民日报,4
c43-8,c43,十二中全会,4
c43-9,c43,事件,4
c43-10,c43,阿尔巴尼亚,4
c44,34,,4
c44-1,c44,美国,4
c44-2,c44,中,4
c44-3,c44,关系,4
c44-4,c44,苏,4
c44-5,c44,战略,4
c44-6,c44,月,4
c44-7,c44,中国,4
c44-8,c44,苏联,4
c44-9,c44,联华,4
c44-10,c44,美,4
c45,34,,4
c45-1,c45,中国,4
c45-2,c45,问题,4
c45-3,c45,基辛格,4
c45-4,c45,美国,4
c45-5,c45,美,4
c45-6,c45,方面,4
c45-7,c45,中,4
c45-8,c45,苏联,4
c45-9,c45,印度,4
c45-10,c45,连续,4
c46,34,,4
c46-1,c46,月,4
c46-2,c46,美,4
c46-3,c46,中,4
c46-4,c46,中国,4
c46-5,c46,双方,4
c46-6,c46,国,4
c46-7,c46,线,4
c46-8,c46,目标,4
c46-9,c46,领导人,4
c46-10,c46,和平,4
c47,34,,4
c47-1,c47,力量,4
c47-2,c47,苏联,4
c47-3,c47,年代,4
c47-4,c47,世界,4
c47-5,c47,毛泽东,4
c47-6,c47,中国,4
c47-7,c47,苏,4
c47-8,c47,美国,4
c47-9,c47,美,4
c47-10,c47,国际,4
c48,34,,4
c48-1,c48,苏,4
c48-2,c48,中,4
c48-3,c48,冷战,4
c48-4,c48,同盟,4
c48-5,c48,美,4
c48-6,c48,关系,4
c48-7,c48,远东,4
c48-8,c48,美国,4
c48-9,c48,条约,4
c48-10,c48,战略,4
c49,34,,4
c49-1,c49,左派,4
c49-2,c49,党,4
c49-3,c49,结局,4
c49-4,c49,冷战,4
c49-5,c49,国际,4
c49-6,c49,毛泽东,4
c49-7,c49,促进性,4
c49-8,c49,苏联,4
c49-9,c49,关系,4
c49-10,c49,中,4
c50,34,,4
c50-1,c50,中国,4
c50-2,c50,战争,4
c50-3,c50,美国,4
c50-4,c50,新,4
c50-5,c50,月,4
c50-6,c50,形势,4
c50-7,c50,兄弟,4
c50-8,c50,苏联,4
c50-9,c50,越南,4
c50-10,c50,印度尼西亚,4
c51,34,,4
c51-1,c51,国际,4
c51-2,c51,人民日报,4
c51-3,c51,月,4
c51-4,c51,公开,4
c51-5,c51,苏共,4
c51-6,c51,大,4
c51-7,c51,文章,4
c51-8,c51,共运,4
c51-9,c51,运动,4
c51-10,c51,共产主义,4
c52,34,,4
c52-1,c52,苏共中央,4
c52-2,c52,苏共,4
c52-3,c52,兄弟,4
c52-4,c52,党,4
c52-5,c52,大,4
c52-6,c52,中共,4
c52-7,c52,苏斯洛夫,4
c52-8,c52,全会,4
c52-9,c52,书记,4
c52-10,c52,共产主义,4
c53,34,,4
c53-1,c53,国际,4
c53-2,c53,苏共,4
c53-3,c53,共产党,4
c53-4,c53,明确定性,4
c53-5,c53,兄弟,4
c53-6,c53,苏联,4
c53-7,c53,党,4
c53-8,c53,中国,4
c53-9,c53,社会,4
c53-10,c53,中共,4
c54,34,,4
c54-1,c54,苏,4
c54-2,c54,中,4
c54-3,c54,苏联,4
c54-4,c54,美,4
c54-5,c54,力量,4
c54-6,c54,国际,4
c54-7,c54,社会主义,4
c54-8,c54,敌对,4
c54-9,c54,意义,4
c54-10,c54,态势,4
