id,parentid,text,value
c21-6,c21,单,4
c21-7,c21,使用量,4
c21-8,c21,量值,4
c21-9,c21,宽度,4
c21-10,c21,单位,4
30,0,9 参考文献的要求,1
31,30,9.1 参考文献表的著录原则,2
c22,31,,4
c22-1,c22,论文,4
c22-2,c22,科学,4
c22-3,c22,文献表,4
c22-4,c22,读者,4
c22-5,c22,信息,4
c22-6,c22,详细,4
c22-7,c22,作者,4
c22-8,c22,人员,4
c22-9,c22,出处,4
c22-10,c22,科技,4
c23,31,,4
c23-1,c23,直接,4
c23-2,c23,正式,4
c23-3,c23,作者,4
c23-4,c23,主要,4
c23-5,c23,文献,4
c23-6,c23,新鲜,4
34,30,9.2 参考文献著录表的一般要求,2
c24,34,,4
c24-1,c24,文献,4
c24-2,c24,论文,4
c24-3,c24,原文,4
c24-4,c24,顺序,4
c24-5,c24,正文,4
c24-6,c24,编码制,4
c24-7,c24,研究型,4
c24-8,c24,中文,4
c24-9,c24,文献表,4
c24-10,c24,译文,4
36,30,9.3  作者人名的表示方法,2
c25,36,,4
c25-1,c25,人,4
c25-2,c25,人数,4
c25-3,c25,作者,4
c25-4,c25,姓名,4
c25-5,c25,全体,4
c25-6,c25,人名,4
c25-7,c25,余者,4
c26,36,,4
c26-1,c26,文献,4
c26-2,c26,	,4
c26-3,c26,专利,4
c26-4,c26,表,4
c26-5,c26,出版者,4
c26-6,c26,技术,4
c26-7,c26,单位,4
c26-8,c26,正例,4
c26-9,c26,标准,4
c26-10,c26,作者,4
c27,36,,4
c27-1,c27,the,4
c27-2,c27,Liqun,4
c27-3,c27,Kun,4
c27-4,c27,of,4
c27-5,c27,The,4
c27-6,c27,design,4
c27-7,c27,gear,4
c27-8,c27,used,4
c27-9,c27,wrist,4
c27-10,c27,Sci,4
c28,36,,4
c28-1,c28,北京,4
c28-2,c28,系统,4
c28-3,c28,通讯,4
c28-4,c28,郑开青,4
c28-5,c28,清华大学,4
c28-6,c28,软件,4
c29,36,,4
c29-1,c29,genetic,4
c29-2,c29,method,4
c29-3,c29,as,4
c29-4,c29,Proc,4
c29-5,c29,Press,4
c29-6,c29,3rd,4
