id,parentid,text,value
c21-5,c21,系统,4
c21-6,c21,原型,4
c22,26,,4
c22-1,c22,身份,4
c22-2,c22,溯源,4
29,26,5.1 DHCPv6 协议扩展,2
c23,29,,4
c23-1,c23,身份,4
c23-2,c23,交互,4
c23-3,c23,流程,4
c23-4,c23,系统,4
c23-5,c23,Digest,4
c23-6,c23,用户名,4
c23-7,c23,服务器,4
c23-8,c23,方案,4
c23-9,c23,密码,4
c23-10,c23,具体,4
c24,29,,4
c24-1,c24,消息,4
c24-2,c24,选项,4
c24-3,c24,客户,4
c24-4,c24,用户名,4
c24-5,c24,信息,4
c25,29,,4
c25-1,c25,密,4
c25-2,c25,器会,4
c25-3,c25,用户,4
c25-4,c25,服务器,4
c25-5,c25,字,4
c25-6,c25,消息,4
c25-7,c25,选项,4
c25-8,c25,信息,4
c25-9,c25,用户名,4
c25-10,c25,客户,4
c26,29,,4
c26-1,c26,服务器,4
c26-2,c26,消息,4
c26-3,c26,字,4
c26-4,c26,客户,4
c26-5,c26,对称,4
c26-6,c26,算法,4
c26-7,c26,用户,4
c26-8,c26,密码,4
c27,29,,4
c27-1,c27,用户,4
c27-2,c27,服务器,4
c27-3,c27,密码,4
c27-4,c27,身份,4
c27-5,c27,相同,4
c27-6,c27,结果,4
c27-7,c27,真实,4
c27-8,c27,地址,4
c27-9,c27,合法,4
c27-10,c27,用户名,4
c28,29,,4
c28-1,c28,地址,4
c28-2,c28,网段,4
c28-3,c28,服务器,4
c28-4,c28,消息,4
36,26,5.2 真实可信身份生成算法,2
c29,36,,4
c29-1,c29,身份,4
c29-2,c29,算法,4
c29-3,c29,真实,4
c29-4,c29,可信,4
c29-5,c29,私钥,4
c29-6,c29,系统,4
c29-7,c29,结果,4
c29-8,c29,函数,4
c29-9,c29,对称,4
c29-10,c29,p,4
38,26,5.3 身份溯源系统,2
c30,38,,4
c30-1,c30,身份,4
c30-2,c30,系统,4
c30-3,c30,验证者,4
c30-4,c30,被验证者,4
c30-5,c30,真实性,4
c30-6,c30,真实,4
c30-7,c30,结果,4
c30-8,c30,算法,4
c30-9,c30,该验证者,4
c30-10,c30,权限,4
c31,38,,4
c31-1,c31,主机,4
c31-2,c31,真实性,4
c31-3,c31,身份,4
c31-4,c31,服务器,4
c31-5,c31,交互,4
c31-6,c31,流程,4
c31-7,c31,具体,4
c31-8,c31,户名,4
c31-9,c31,用户名,4
c31-10,c31,权限,4
c32,38,,4
c32-1,c32,主机,4
c32-2,c32,公钥,4
c32-3,c32,密码,4
c32-4,c32,服务器,4
c32-5,c32,摘要,4
c32-6,c32,私钥,4
c32-7,c32,正确,4
c32-8,c32,算法,4
c32-9,c32,地址,4
c32-10,c32,真实性,4
c33,38,,4
c33-1,c33,主机,4
c33-2,c33,身份,4
c33-3,c33,公钥,4
c33-4,c33,流程,4
c33-5,c33,交互,4
c33-6,c33,具体,4
c33-7,c33,用户名,4
c33-8,c33,服务器,4
c33-9,c33,权限,4
43,0,6 系统评价,1
44,43,6.1 性能评估,2
c34,44,,4
c34-1,c34,身份,4
c34-2,c34,流程,4
c34-3,c34,地址,4
c34-4,c34,环节,4
c34-5,c34,真实,4
c34-6,c34,可信,4
c34-7,c34,系统,4
c34-8,c34,传统,4
c34-9,c34,延时,4
c34-10,c34,简单,4
c35,44,,4
c35-1,c35,对照组,4
c35-2,c35,协议,4
c35-3,c35,身份,4
c35-4,c35,系统,4
c35-5,c35,网络,4
c35-6,c35,实验组,4
c36,44,,4
c36-1,c36,区间,4
c36-2,c36,主机,4
c36-3,c36,对照组,4
c36-4,c36,实验组,4
c36-5,c36,表,4
c36-6,c36,地址,4
c37,44,,4
c37-1,c37,平均,4
c37-2,c37,实验组,4
c37-3,c37,身份,4
c37-4,c37,效果,4
c37-5,c37,系统,4
c37-6,c37,图,4
c37-7,c37,对照组,4
c38,44,,4
c38-1,c38,样本,4
c38-2,c38,原,4
c38-3,c38,系统,4
c38-4,c38,身份,4
c38-5,c38,对照组,4
c38-6,c38,实验组,4
c38-7,c38,地址,4
c38-8,c38,异方,4
c38-9,c38,结果,4
c38-10,c38,显著,4
c39,44,,4
c39-1,c39,系统,4
c39-2,c39,地址,4
c39-3,c39,身份,4
c39-4,c39,环境,4
c39-5,c39,同一,4
c39-6,c39,物理,4
c39-7,c39,机器,4
c39-8,c39,不同,4
c39-9,c39,虚拟机,4
c39-10,c39,网络,4
51,43,6.2 安全性,2
c40,51,,4
c40-1,c40,安全性,4
c40-2,c40,有效,4
c40-3,c40,系统,4
c40-4,c40,重放,4
c41,51,,4
c41-1,c41,用户,4
c41-2,c41,系统,4
c41-3,c41,密码,4
c41-4,c41,攻击者,4
c41-5,c41,正常,4
c41-6,c41,途径,4
c41-7,c41,身份,4
c41-8,c41,地址,4
c41-9,c41,协议,4
c41-10,c41,合法,4
c42,51,,4
c42-1,c42,密码,4
c42-2,c42,攻击者,4
c42-3,c42,特定,4
c42-4,c42,长度,4
c42-5,c42,GID,4
c42-6,c42,地址,4
c42-7,c42,成功,4
c43,51,,4
c43-1,c43,攻击者,4
c43-2,c43,地址,4
c43-3,c43,随意,4
c43-4,c43,区,4
c43-5,c43,目的端,4
c43-6,c43,交换机,4
c43-7,c43,密码,4
c43-8,c43,直接,4
c43-9,c43,依旧,4
c43-10,c43,协议,4
c44,51,,4
c44-1,c44,攻击者,4
c44-2,c44,子网,4
c44-3,c44,用户,4
c44-4,c44,合法,4
c44-5,c44,不同,4
c44-6,c44,直接,4
c44-7,c44,同一,4
c44-8,c44,地址,4
c44-9,c44,域间源,4
c44-10,c44,交换机,4
57,43,6.3 隐私性,2
c45,57,,4
c45-1,c45,算法,4
c45-2,c45,系统,4
c45-3,c45,隐私性,4
c45-4,c45,接口,4
c45-5,c45,攻击者,4
c45-6,c45,用户,4
c45-7,c45,能力,4
c45-8,c45,过时,4
c45-9,c45,身份,4
c45-10,c45,作用,4
c46,57,,4
c46-1,c46,算法,4
c46-2,c46,长度,4
c46-3,c46,身份,4
c46-4,c46,可信,4
c46-5,c46,系统,4
c46-6,c46,真实,4
c46-7,c46,性能,4
c46-8,c46,时间,4
c46-9,c46,q,4
c46-10,c46,年,4
60,0,7 结束语,1
c47,60,,4
c47-1,c47,身份,4
c47-2,c47,用户,4
c47-3,c47,可信,4
c47-4,c47,系统,4
c47-5,c47,基础,4
c47-6,c47,有效,4
c47-7,c47,真实,4
c47-8,c47,互联网,4
c47-9,c47,发送者,4
c47-10,c47,同时,4
