id,parentid,text,value
c28-9,c28,人,4
c28-10,c28,飲食,4
c29,38,,4
c29-1,c29,為國度,4
c29-2,c29,from,4
c29-3,c29,the,4
c29-4,c29,into,4
c29-5,c29,lead,4
c29-6,c29,thine,4
c29-7,c29,權力,4
c29-8,c29,阿們,4
c30,38,,4
c30-1,c30,天父,4
c30-2,c30,過犯,4
c30-3,c30,們饒恕人,4
c30-4,c30,ab,4
c30-5,c30,約譯,4
c30-6,c30,馬太福音,4
c30-7,c30,詴探,4
c31,38,,4
c31-1,c31,人,4
c31-2,c31,ye,4
c31-3,c31,not,4
c31-4,c31,if,4
c31-5,c31,帶著,4
c31-6,c31,愁容,4
c31-7,c31,men,4
c31-8,c31,時候,4
c31-9,c31,臉,4
c31-10,c31,天父,4
c32,38,,4
c32-1,c32,the,4
c32-2,c32,their,4
c32-3,c32,be,4
c32-4,c32,of,4
c32-5,c32,ye,4
c32-6,c32,sad,4
c32-7,c32,for,4
c32-8,c32,that,4
c32-9,c32,say,4
c32-10,c32,you,4
45,38,,4
c33,38,,4
c33-1,c33,but,4
c33-2,c33,men,4
c33-3,c33,暗,4
c33-4,c33,人,4
c33-5,c33,食來,4
c33-6,c33,thou,4
c33-7,c33,thy,4
c33-8,c33,is,4
c33-9,c33,seeth,4
c33-10,c33,們父,4
47,38,,4
c34,38,,4
c34-1,c34,賊,4
c34-2,c34,窟窿,4
